"PP","MOI","p_Infected_Comp"
0.5,0.181970085860998,1
0.5,0.186208713666287,1
0.5,0.190546071796325,1
0.5,0.194984459975805,1
0.5,0.199526231496888,1
0.5,0.204173794466953,1
0.5,0.208929613085404,1
0.5,0.213796208950223,1
0.5,0.218776162394955,1
0.5,0.223872113856834,1
0.5,0.229086765276777,1
0.5,0.234422881531992,1
0.5,0.239883291901949,1
0.5,0.245470891568503,1
0.5,0.251188643150958,1
0.5,0.257039578276886,1
0.5,0.263026799189538,1
0.5,0.269153480392691,1
0.5,0.275422870333817,1
0.5,0.281838293126445,1
0.5,0.288403150312661,1
0.5,0.295120922666638,1
0.5,0.301995172040202,1
0.5,0.309029543251359,1
0.5,0.316227766016838,1
0.5,0.323593656929628,1
0.5,0.331131121482591,1
0.5,0.338844156139203,1
0.5,0.346736850452532,1
0.5,0.354813389233575,1
0.5,0.363078054770102,1
0.5,0.371535229097173,1
0.5,0.380189396320561,1
0.5,0.389045144994281,1
0.5,0.398107170553498,1
0.5,0.407380277804113,1
0.5,0.416869383470336,1
0.5,0.426579518801593,1
0.5,0.436515832240166,1
0.5,0.446683592150963,1
0.5,0.457088189614875,1
0.5,0.467735141287198,1
0.5,0.478630092322638,1
0.5,0.489778819368447,1
0.5,0.501187233627272,1
0.5,0.512861383991365,1
0.5,0.524807460249772,1
0.5,0.537031796370253,1
0.5,0.549540873857625,1
0.5,0.562341325190349,1
0.5,0.575439937337157,1
0.5,0.58884365535559,1
0.5,0.602559586074358,1
0.5,0.616595001861482,1
0.5,0.630957344480193,1
0.5,0.645654229034656,1
0.5,0.660693448007596,1
0.5,0.676082975391982,1
0.5,0.691830970918936,1
0.5,0.707945784384139,1
0.5,0.724435960074991,1
0.5,0.741310241300918,1
0.5,0.758577575029184,1
0.5,0.776247116628691,1
0.5,0.794328234724282,1
0.5,0.8128305161641,1
0.5,0.831763771102671,1
0.5,0.851138038202376,1
0.5,0.870963589956081,1
0.5,0.891250938133746,1
0.5,0.91201083935591,1
0.5,0.93325430079699,1
0.5,0.954992586021437,1
0.5,0.977237220955811,1
0.5,1,1
0.5,1.02329299228075,1
0.5,1.0471285480509,1
0.5,1.07151930523761,1
0.5,1.09647819614319,1
0.5,1.12201845430196,1
0.5,1.14815362149688,1
0.5,1.17489755493953,1
0.5,1.20226443461741,1
0.5,1.23026877081238,1
0.5,1.25892541179417,1
0.5,1.28824955169313,1
0.5,1.31825673855641,1
0.5,1.34896288259165,1
0.5,1.38038426460289,1
0.5,1.41253754462276,1
0.5,1.44543977074593,1
0.5,1.47910838816821,1
0.5,1.51356124843621,1
0.5,1.54881661891248,1
0.5,1.58489319246111,1
0.5,1.62181009735893,1
0.5,1.65958690743756,1
0.5,1.69824365246175,1
0.5,1.73780082874938,1
0.5,1.77827941003892,1
0.5,1.81970085860998,1
0.5,1.86208713666287,1
0.5,1.90546071796325,1
0.5,1.94984459975805,1
0.5,1.99526231496888,1
0.5,2.04173794466953,1
0.5,2.08929613085404,1
0.5,2.13796208950223,1
0.5,2.18776162394955,1
0.5,2.23872113856834,1
0.5,2.29086765276777,1
0.5,2.34422881531992,1
0.5,2.39883291901949,1
0.5,2.45470891568503,1
0.5,2.51188643150958,1
0.5,2.57039578276886,1
0.5,2.63026799189538,1
0.5,2.69153480392691,1
0.5,2.75422870333817,1
0.5,2.81838293126446,1
0.5,2.88403150312661,1
0.5,2.95120922666638,1
0.5,3.01995172040202,1
0.5,3.09029543251359,1
0.5,3.16227766016838,1
0.5,3.23593656929628,1
0.5,3.31131121482591,1
0.5,3.38844156139203,1
0.5,3.46736850452532,1
0.5,3.54813389233575,1
0.5,3.63078054770102,1
0.5,3.71535229097173,1
0.5,3.80189396320561,1
0.5,3.8904514499428,1
0.5,3.98107170553498,1
0.5,4.07380277804113,1
0.5,4.16869383470335,1
0.5,4.26579518801593,1
0.5,4.36515832240167,1
0.5,4.46683592150963,1
0.5,4.57088189614875,1
0.5,4.67735141287198,1
0.5,4.78630092322638,1
0.5,4.89778819368447,1
0.5,5.01187233627272,1
0.5,5.12861383991365,1
0.5,5.24807460249772,1
0.5,5.37031796370253,1
0.5,5.49540873857625,1
0.5,5.62341325190349,1
0.5,5.75439937337157,1
0.5,5.8884365535559,1
0.5,6.02559586074358,1
0.5,6.16595001861482,1
0.5,6.30957344480193,1
0.5,6.45654229034656,1
0.5,6.60693448007596,1
0.5,6.76082975391982,1
0.5,6.91830970918936,1
0.5,7.07945784384139,1
0.5,7.24435960074991,1
0.5,7.41310241300918,1
0.5,7.58577575029184,1
0.5,7.76247116628693,1
0.5,7.94328234724282,1
0.5,8.12830516164099,1
0.5,8.31763771102671,1
0.5,8.51138038202376,1
0.5,8.70963589956081,1
0.5,8.91250938133746,1
0.5,9.1201083935591,1
0.5,9.3325430079699,1
0.5,9.54992586021437,1
0.5,9.77237220955811,1
0.5,10,1
0.5,10.2329299228075,1
0.5,10.471285480509,1
0.5,10.7151930523761,1
0.5,10.9647819614319,1
0.5,11.2201845430196,1
0.5,11.4815362149688,1
0.5,11.7489755493953,1
0.5,12.0226443461741,1
0.5,12.3026877081238,1
0.5,12.5892541179417,1
0.5,12.8824955169313,1
0.5,13.1825673855641,1
0.5,13.4896288259165,1
0.5,13.8038426460289,1
0.5,14.1253754462276,1
0.5,14.4543977074593,1
0.5,14.7910838816821,1
0.5,15.1356124843621,1
0.5,15.4881661891248,1
0.5,15.8489319246111,1
0.5,16.2181009735893,1
0.5,16.5958690743756,1
0.5,16.9824365246175,1
0.5,17.3780082874938,1
0.5,17.7827941003892,1
0.5,18.1970085860998,1
0.5,18.6208713666287,1
0.5,19.0546071796325,1
0.5,19.4984459975805,1
0.5,19.9526231496888,1
0.5,20.4173794466953,1
0.5,20.8929613085404,1
0.5,21.3796208950223,1
0.5,21.8776162394955,1
0.5,22.3872113856834,1
0.5,22.9086765276777,1
0.5,23.4422881531992,1
0.5,23.9883291901949,1
0.5,24.5470891568503,1
0.5,25.1188643150958,1
0.5,25.7039578276886,1
0.5,26.3026799189538,1
0.5,26.9153480392691,1
0.5,27.5422870333817,1
0.5,28.1838293126446,1
0.5,28.8403150312661,1
0.5,29.5120922666638,1
0.5,30.1995172040202,1
0.5,30.9029543251359,1
0.5,31.6227766016838,1
0.5,32.3593656929628,1
0.5,33.1131121482591,1
0.5,33.8844156139203,1
0.5,34.6736850452532,1
0.5,35.4813389233575,1
0.5,36.3078054770102,1
0.5,37.1535229097173,1
0.5,38.0189396320561,1
0.5,38.904514499428,1
0.5,39.8107170553498,1
0.5,40.7380277804113,1
0.5,41.6869383470336,1
0.5,42.6579518801593,1
0.5,43.6515832240167,1
0.5,44.6683592150963,1
0.5,45.7088189614875,1
0.5,46.7735141287198,1
0.5,47.8630092322638,1
0.5,48.9778819368447,1
0.5,50.1187233627273,1
0.5,51.2861383991365,1
0.5,52.4807460249772,1
0.5,53.7031796370253,1
0.5,54.9540873857625,1
0.5,56.2341325190349,1
0.5,57.5439937337157,1
0.5,58.884365535559,1
0.5,60.2559586074358,1
0.5,61.6595001861482,1
0.5,63.0957344480193,1
0.5,64.5654229034656,1
0.5,66.0693448007596,1
0.5,67.6082975391982,1
0.5,69.1830970918936,1
0.5,70.7945784384139,1
0.5,72.4435960074991,1
0.5,74.1310241300918,1
0.5,75.8577575029184,1
0.5,77.6247116628693,1
0.5,79.4328234724282,1
0.5,81.2830516164099,1
0.5,83.1763771102671,1
0.5,85.1138038202378,1
0.5,87.0963589956081,1
0.5,89.1250938133746,1
0.5,91.201083935591,1
0.5,93.325430079699,1
0.5,95.4992586021437,1
0.5,97.7237220955811,1
0.5,100,1
0.5,102.329299228075,1
0.5,104.71285480509,1
0.5,107.15193052376,1
0.5,109.647819614319,1
0.5,112.201845430197,1
0.5,114.815362149688,1
0.5,117.489755493953,1
0.5,120.226443461741,1
0.5,123.026877081238,1
0.5,125.892541179417,1
0.5,128.824955169313,1
0.5,131.825673855641,1
0.5,134.896288259166,1
0.5,138.038426460289,1
0.5,141.253754462276,1
0.5,144.543977074593,1
0.5,147.910838816821,1
0.5,151.356124843621,1
0.5,154.881661891248,1
0.5,158.489319246111,1
0.5,162.181009735893,1
0.5,165.958690743756,1
0.5,169.824365246175,1
0.5,173.780082874938,1
0.5,177.827941003892,1
0.5,181.970085860998,1
0.5,186.208713666287,1
0.5,190.546071796324,1
0.5,194.984459975805,1
0.5,199.526231496888,1
0.5,204.173794466953,1
0.5,208.929613085404,1
0.5,213.796208950223,1
0.5,218.776162394955,1
0.5,223.872113856834,1
0.5,229.086765276777,1
0.5,234.422881531993,1
0.5,239.883291901949,1
0.5,245.470891568503,1
0.5,251.188643150958,1
0.5,257.039578276886,1
0.5,263.026799189538,1
0.5,269.153480392691,1
0.5,275.422870333816,1
0.5,281.838293126445,1
0.5,288.403150312661,1
0.5,295.120922666639,1
0.5,301.995172040202,1
0.5,309.029543251359,1
0.5,316.227766016838,1
0.5,323.593656929628,1
0.5,331.131121482591,1
0.5,338.844156139202,1
0.5,346.736850452532,1
0.5,354.813389233576,1
0.5,363.078054770102,1
0.5,371.535229097173,1
0.5,380.189396320561,1
0.5,389.04514499428,1
0.5,398.107170553497,1
0.5,407.380277804112,1
0.5,416.869383470336,1
0.5,426.579518801593,1
0.5,436.515832240167,1
0.5,446.683592150963,1
0.5,457.088189614875,1
0.5,467.735141287198,1
0.5,478.630092322638,1
0.5,489.778819368446,1
0.5,501.187233627274,1
0.5,512.861383991366,1
0.5,524.807460249773,1
0.5,537.031796370253,1
0.5,549.540873857625,1
0.5,562.341325190349,1
0.5,575.439937337157,1
0.5,588.843655355588,1
0.5,602.559586074357,1
0.5,616.595001861484,1
0.5,630.957344480194,1
0.5,645.654229034656,1
0.5,660.693448007596,1
0.5,676.082975391982,1
0.5,691.830970918936,1
0.5,707.945784384137,1
0.5,724.435960074989,1
0.5,741.310241300919,1
0.5,758.577575029185,1
0.5,776.247116628693,1
0.5,794.328234724282,1
0.5,812.8305161641,1
0.5,831.763771102671,1
0.5,851.138038202376,1
0.5,870.96358995608,1
0.5,891.250938133748,1
0.5,912.010839355912,1
0.5,933.254300796992,1
0.5,954.992586021437,1
0.5,977.237220955811,1
0.5,1000,1
0.58,1e-06,0.0128064012178837
0.58,1.02329299228075e-06,0.0131047028404009
0.58,1.0471285480509e-06,0.0134099529048307
0.58,1.07151930523761e-06,0.0137223132661029
0.58,1.09647819614319e-06,0.0140419495494649
0.58,1.12201845430196e-06,0.0143690312383152
0.58,1.14815362149688e-06,0.014703731764082
0.58,1.17489755493953e-06,0.0150462285981971
0.58,1.20226443461741e-06,0.0153967033462122
0.58,1.23026877081238e-06,0.0157553418441078
0.58,1.25892541179417e-06,0.0161223342568465
0.58,1.28824955169313e-06,0.0164978751792226
0.58,1.31825673855641e-06,0.0168821637390607
0.58,1.34896288259165e-06,0.01727540370282
0.58,1.38038426460288e-06,0.0176778035836578
0.58,1.41253754462276e-06,0.0180895767520123
0.58,1.44543977074593e-06,0.0185109415487611
0.58,1.47910838816821e-06,0.0189421214010166
0.58,1.51356124843621e-06,0.0193833449406194
0.58,1.54881661891248e-06,0.0198348461253933
0.58,1.58489319246111e-06,0.0202968643632247
0.58,1.62181009735893e-06,0.0207696446390341
0.58,1.65958690743756e-06,0.0212534376447055
0.58,1.69824365246175e-06,0.021748499912044
0.58,1.73780082874938e-06,0.0222550939488314
0.58,1.77827941003892e-06,0.0227734883780515
0.58,1.81970085860998e-06,0.0233039580803609
0.58,1.86208713666287e-06,0.0238467843398786
0.58,1.90546071796325e-06,0.0244022549933736
0.58,1.94984459975805e-06,0.0249706645829284
0.58,1.99526231496888e-06,0.0255523145121611
0.58,2.04173794466953e-06,0.0261475132060866
0.58,2.08929613085404e-06,0.0267565762747043
0.58,2.13796208950223e-06,0.0273798266803976
0.58,2.18776162394955e-06,0.0280175949092341
0.58,2.23872113856834e-06,0.028670219146259
0.58,2.29086765276777e-06,0.0293380454548723
0.58,2.34422881531992e-06,0.0300214279603873
0.58,2.39883291901949e-06,0.0307207290378666
0.58,2.45470891568503e-06,0.0314363195043359
0.58,2.51188643150958e-06,0.0321685788154775
0.58,2.57039578276886e-06,0.0329178952669075
0.58,2.63026799189538e-06,0.0336846662001448
0.58,2.69153480392691e-06,0.0344692982133803
0.58,2.75422870333817e-06,0.035272207377158
0.58,2.81838293126446e-06,0.0360938194550834
0.58,2.88403150312661e-06,0.0369345701296771
0.58,2.95120922666638e-06,0.0377949052334908
0.58,3.01995172040202e-06,0.0386752809856114
0.58,3.09029543251359e-06,0.0395761642336775
0.58,3.16227766016838e-06,0.0404980327015372
0.58,3.23593656929628e-06,0.0414413752426784
0.58,3.31131121482591e-06,0.0424066920995671
0.58,3.38844156139203e-06,0.0433944951690298
0.58,3.46736850452532e-06,0.0444053082738234
0.58,3.54813389233575e-06,0.0454396674405355
0.58,3.63078054770102e-06,0.0464981211839623
0.58,3.71535229097173e-06,0.047581230798116
0.58,3.80189396320561e-06,0.0486895706540174
0.58,3.89045144994281e-06,0.0498237285044295
0.58,3.98107170553497e-06,0.0509843057956965
0.58,4.07380277804113e-06,0.0521719179868519
0.58,4.16869383470335e-06,0.0533871948761675
0.58,4.26579518801593e-06,0.0546307809353153
0.58,4.36515832240166e-06,0.05590333565132
0.58,4.46683592150963e-06,0.0572055338764858
0.58,4.57088189614875e-06,0.05853806618648
0.58,4.67735141287198e-06,0.059901639246769
0.58,4.78630092322638e-06,0.0612969761875954
0.58,4.89778819368447e-06,0.0627248169877012
0.58,5.01187233627272e-06,0.0641859188669978
0.58,5.12861383991365e-06,0.0656810566883931
0.58,5.24807460249772e-06,0.0672110233689894
0.58,5.37031796370253e-06,0.0687766303008695
0.58,5.49540873857625e-06,0.0703787077816973
0.58,5.62341325190349e-06,0.0720181054553599
0.58,5.75439937337157e-06,0.073695692762887
0.58,5.88843655355588e-06,0.0754123594038867
0.58,6.02559586074358e-06,0.077169015808745
0.58,6.16595001861482e-06,0.0789665936218356
0.58,6.30957344480193e-06,0.080806046196006
0.58,6.45654229034656e-06,0.0826883490985932
0.58,6.60693448007596e-06,0.0846145006292457
0.58,6.76082975391982e-06,0.0865855223498244
0.58,6.91830970918936e-06,0.0886024596266646
0.58,7.07945784384137e-06,0.0906663821854898
0.58,7.24435960074991e-06,0.0927783846792697
0.58,7.41310241300918e-06,0.094939587269329
0.58,7.58577575029184e-06,0.0971511362200128
0.58,7.76247116628691e-06,0.0994142045072283
0.58,7.94328234724282e-06,0.101729992441185
0.58,8.12830516164099e-06,0.104099728303665
0.58,8.31763771102671e-06,0.106524669000171
0.58,8.51138038202376e-06,0.10900610072728
0.58,8.70963589956081e-06,0.111545339655587
0.58,8.91250938133746e-06,0.114143732628575
0.58,9.1201083935591e-06,0.116802657877805
0.58,9.33254300796991e-06,0.11952352575479
0.58,9.54992586021437e-06,0.122307779479963
0.58,9.77237220955811e-06,0.125156895909118
0.58,1e-05,0.12807238631775
0.58,1.02329299228075e-05,0.131055797203704
0.58,1.0471285480509e-05,0.134108711108556
0.58,1.07151930523761e-05,0.137232747458184
0.58,1.09647819614319e-05,0.140429563422954
0.58,1.12201845430196e-05,0.143700854798
0.58,1.14815362149688e-05,0.147048356904052
0.58,1.17489755493953e-05,0.150473845509307
0.58,1.20226443461741e-05,0.153979137772828
0.58,1.23026877081238e-05,0.157566093209978
0.58,1.25892541179417e-05,0.161236614680397
0.58,1.28824955169313e-05,0.164992649399069
0.58,1.31825673855641e-05,0.168836189970997
0.58,1.34896288259165e-05,0.172769275450052
0.58,1.38038426460289e-05,0.176793992422569
0.58,1.41253754462276e-05,0.180912476116245
0.58,1.44543977074593e-05,0.185126911534968
0.58,1.47910838816821e-05,0.189439534620144
0.58,1.51356124843621e-05,0.193852633439185
0.58,1.54881661891248e-05,0.198368549401756
0.58,1.58489319246111e-05,0.202989678504465
0.58,1.62181009735893e-05,0.207718472604639
0.58,1.65958690743756e-05,0.212557440723883
0.58,1.69824365246175e-05,0.217509150382108
0.58,1.73780082874938e-05,0.222576228962764
0.58,1.77827941003892e-05,0.227761365109984
0.58,1.81970085860998e-05,0.233067310158408
0.58,1.86208713666287e-05,0.238496879596444
0.58,1.90546071796325e-05,0.244052954563763
0.58,1.94984459975805e-05,0.249738483383806
0.58,1.99526231496888e-05,0.255556483132165
0.58,2.04173794466953e-05,0.261510041241646
0.58,2.08929613085404e-05,0.267602317144893
0.58,2.13796208950223e-05,0.273836543955447
0.58,2.18776162394955e-05,0.280216030188163
0.58,2.23872113856834e-05,0.286744161519881
0.58,2.29086765276777e-05,0.293424402591325
0.58,2.34422881531992e-05,0.300260298851179
0.58,2.39883291901949e-05,0.307255478443351
0.58,2.45470891568503e-05,0.314413654138429
0.58,2.51188643150958e-05,0.321738625310368
0.58,2.57039578276886e-05,0.32923427995949
0.58,2.63026799189538e-05,0.336904596782868
0.58,2.69153480392691e-05,0.344753647293215
0.58,2.75422870333816e-05,0.352785597987437
0.58,2.81838293126445e-05,0.361004712566002
0.58,2.88403150312661e-05,0.369415354204324
0.58,2.95120922666638e-05,0.378021987877406
0.58,3.01995172040202e-05,0.386829182738988
0.58,3.09029543251359e-05,0.395841614556467
0.58,3.16227766016838e-05,0.405064068202953
0.58,3.23593656929628e-05,0.414501440207759
0.58,3.31131121482591e-05,0.42415874136674
0.58,3.38844156139203e-05,0.434041099413881
0.58,3.46736850452532e-05,0.444153761755584
0.58,3.54813389233575e-05,0.454502098269135
0.58,3.63078054770102e-05,0.465091604166876
0.58,3.71535229097173e-05,0.475927902927631
0.58,3.80189396320561e-05,0.487016749296973
0.58,3.8904514499428e-05,0.49836403235798
0.58,3.98107170553497e-05,0.509975778674125
0.58,4.07380277804113e-05,0.52185815550603
0.58,4.16869383470336e-05,0.534017474103825
0.58,4.26579518801593e-05,0.54646019307691
0.58,4.36515832240167e-05,0.559192921842957
0.58,4.46683592150963e-05,0.572222424158013
0.58,4.57088189614875e-05,0.585555621729673
0.58,4.67735141287198e-05,0.599199597915248
0.58,4.78630092322638e-05,0.613161601506983
0.58,4.89778819368446e-05,0.627449050606379
0.58,5.01187233627273e-05,0.642069536589739
0.58,5.12861383991365e-05,0.657030828167114
0.58,5.24807460249772e-05,0.672340875536874
0.58,5.37031796370253e-05,0.688007814638179
0.58,5.49540873857625e-05,0.704039971503675
0.58,5.62341325190349e-05,0.720445866714833
0.58,5.75439937337157e-05,0.737234219962336
0.58,5.88843655355588e-05,0.754413954714074
0.58,6.02559586074358e-05,0.771994202993267
0.58,6.16595001861482e-05,0.789984310269382
0.58,6.30957344480193e-05,0.808393840464546
0.58,6.45654229034656e-05,0.827232581078175
0.58,6.60693448007596e-05,0.846510548432689
0.58,6.76082975391982e-05,0.866237993043221
0.58,6.91830970918936e-05,0.886425405114252
0.58,7.07945784384137e-05,0.907083520166246
0.58,7.24435960074991e-05,0.928223324795404
0.58,7.41310241300918e-05,0.94985606256972
0.58,7.58577575029184e-05,0.971993240064634
0.58,7.76247116628693e-05,0.99464663304163
0.58,7.94328234724282e-05,1
0.58,8.12830516164099e-05,1
0.58,8.31763771102671e-05,1
0.58,8.51138038202376e-05,1
0.58,8.7096358995608e-05,1
0.58,8.91250938133746e-05,1
0.58,9.1201083935591e-05,1
0.58,9.3325430079699e-05,1
0.58,9.54992586021437e-05,1
0.58,9.77237220955811e-05,1
0.58,1e-04,1
0.58,0.000102329299228075,1
0.58,0.00010471285480509,1
0.58,0.000107151930523761,1
0.58,0.000109647819614319,1
0.58,0.000112201845430196,1
0.58,0.000114815362149688,1
0.58,0.000117489755493953,1
0.58,0.000120226443461741,1
0.58,0.000123026877081238,1
0.58,0.000125892541179417,1
0.58,0.000128824955169313,1
0.58,0.000131825673855641,1
0.58,0.000134896288259165,1
0.58,0.000138038426460289,1
0.58,0.000141253754462275,1
0.58,0.000144543977074593,1
0.58,0.000147910838816821,1
0.58,0.000151356124843621,1
0.58,0.000154881661891248,1
0.58,0.000158489319246111,1
0.58,0.000162181009735893,1
0.58,0.000165958690743756,1
0.58,0.000169824365246174,1
0.58,0.000173780082874938,1
0.58,0.000177827941003892,1
0.58,0.000181970085860998,1
0.58,0.000186208713666287,1
0.58,0.000190546071796325,1
0.58,0.000194984459975805,1
0.58,0.000199526231496888,1
0.58,0.000204173794466953,1
0.58,0.000208929613085404,1
0.58,0.000213796208950223,1
0.58,0.000218776162394955,1
0.58,0.000223872113856834,1
0.58,0.000229086765276777,1
0.58,0.000234422881531992,1
0.58,0.000239883291901949,1
0.58,0.000245470891568503,1
0.58,0.000251188643150958,1
0.58,0.000257039578276886,1
0.58,0.000263026799189538,1
0.58,0.000269153480392692,1
0.58,0.000275422870333817,1
0.58,0.000281838293126446,1
0.58,0.000288403150312661,1
0.58,0.000295120922666639,1
0.58,0.000301995172040202,1
0.58,0.000309029543251359,1
0.58,0.000316227766016838,1
0.58,0.000323593656929628,1
0.58,0.000331131121482591,1
0.58,0.000338844156139203,1
0.58,0.000346736850452532,1
0.58,0.000354813389233576,1
0.58,0.000363078054770101,1
0.58,0.000371535229097172,1
0.58,0.000380189396320561,1
0.58,0.00038904514499428,1
0.58,0.000398107170553497,1
0.58,0.000407380277804113,1
0.58,0.000416869383470336,1
0.58,0.000426579518801593,1
0.58,0.000436515832240166,1
0.58,0.000446683592150963,1
0.58,0.000457088189614875,1
0.58,0.000467735141287198,1
0.58,0.000478630092322639,1
0.58,0.000489778819368446,1
0.58,0.000501187233627273,1
0.58,0.000512861383991365,1
0.58,0.000524807460249773,1
0.58,0.000537031796370253,1
0.58,0.000549540873857625,1
0.58,0.000562341325190349,1
0.58,0.000575439937337157,1
0.58,0.000588843655355589,1
0.58,0.000602559586074358,1
0.58,0.000616595001861482,1
0.58,0.000630957344480194,1
0.58,0.000645654229034656,1
0.58,0.000660693448007596,1
0.58,0.000676082975391982,1
0.58,0.000691830970918936,1
0.58,0.000707945784384138,1
0.58,0.00072443596007499,1
0.58,0.000741310241300918,1
0.58,0.000758577575029184,1
0.58,0.000776247116628692,1
0.58,0.000794328234724281,1
0.58,0.000812830516164099,1
0.58,0.000831763771102671,1
0.58,0.000851138038202377,1
0.58,0.000870963589956081,1
0.58,0.000891250938133746,1
0.58,0.00091201083935591,1
0.58,0.000933254300796991,1
0.58,0.000954992586021436,1
0.58,0.000977237220955811,1
0.58,0.001,1
0.58,0.00102329299228075,1
0.58,0.0010471285480509,1
0.58,0.00107151930523761,1
0.58,0.00109647819614319,1
0.58,0.00112201845430196,1
0.58,0.00114815362149688,1
0.58,0.00117489755493953,1
0.58,0.00120226443461741,1
0.58,0.00123026877081238,1
0.58,0.00125892541179417,1
0.58,0.00128824955169313,1
0.58,0.00131825673855641,1
0.58,0.00134896288259165,1
0.58,0.00138038426460289,1
0.58,0.00141253754462275,1
0.58,0.00144543977074593,1
0.58,0.00147910838816821,1
0.58,0.00151356124843621,1
0.58,0.00154881661891248,1
0.58,0.00158489319246111,1
0.58,0.00162181009735893,1
0.58,0.00165958690743756,1
0.58,0.00169824365246174,1
0.58,0.00173780082874938,1
0.58,0.00177827941003892,1
0.58,0.00181970085860998,1
0.58,0.00186208713666287,1
0.58,0.00190546071796325,1
0.58,0.00194984459975805,1
0.58,0.00199526231496888,1
0.58,0.00204173794466953,1
0.58,0.00208929613085404,1
0.58,0.00213796208950223,1
0.58,0.00218776162394955,1
0.58,0.00223872113856834,1
0.58,0.00229086765276777,1
0.58,0.00234422881531992,1
0.58,0.00239883291901949,1
0.58,0.00245470891568503,1
0.58,0.00251188643150958,1
0.58,0.00257039578276886,1
0.58,0.00263026799189538,1
0.58,0.00269153480392692,1
0.58,0.00275422870333817,1
0.58,0.00281838293126445,1
0.58,0.00288403150312661,1
0.58,0.00295120922666639,1
0.58,0.00301995172040202,1
0.58,0.00309029543251359,1
0.58,0.00316227766016838,1
0.58,0.00323593656929628,1
0.58,0.00331131121482591,1
0.58,0.00338844156139203,1
0.58,0.00346736850452532,1
0.58,0.00354813389233576,1
0.58,0.00363078054770101,1
0.58,0.00371535229097173,1
0.58,0.00380189396320561,1
0.58,0.0038904514499428,1
0.58,0.00398107170553497,1
0.58,0.00407380277804113,1
0.58,0.00416869383470336,1
0.58,0.00426579518801593,1
0.58,0.00436515832240166,1
0.58,0.00446683592150963,1
0.58,0.00457088189614875,1
0.58,0.00467735141287198,1
0.58,0.00478630092322639,1
0.58,0.00489778819368446,1
0.58,0.00501187233627272,1
0.58,0.00512861383991365,1
0.58,0.00524807460249773,1
0.58,0.00537031796370253,1
0.58,0.00549540873857625,1
0.58,0.00562341325190349,1
0.58,0.00575439937337157,1
0.58,0.00588843655355589,1
0.58,0.00602559586074358,1
0.58,0.00616595001861482,1
0.58,0.00630957344480194,1
0.58,0.00645654229034656,1
0.58,0.00660693448007596,1
0.58,0.00676082975391982,1
0.58,0.00691830970918936,1
0.58,0.00707945784384138,1
0.58,0.0072443596007499,1
0.58,0.00741310241300918,1
0.58,0.00758577575029184,1
0.58,0.00776247116628692,1
0.58,0.00794328234724281,1
0.58,0.00812830516164099,1
0.58,0.00831763771102671,1
0.58,0.00851138038202377,1
0.58,0.0087096358995608,1
0.58,0.00891250938133746,1
0.58,0.0091201083935591,1
0.58,0.00933254300796992,1
0.58,0.00954992586021436,1
0.58,0.00977237220955811,1
0.58,0.01,1
0.58,0.0102329299228075,1
0.58,0.010471285480509,1
0.58,0.0107151930523761,1
0.58,0.0109647819614319,1
0.58,0.0112201845430196,1
0.58,0.0114815362149688,1
0.58,0.0117489755493953,1
0.58,0.0120226443461741,1
0.58,0.0123026877081238,1
0.58,0.0125892541179417,1
0.58,0.0128824955169313,1
0.58,0.0131825673855641,1
0.58,0.0134896288259165,1
0.58,0.0138038426460288,1
0.58,0.0141253754462276,1
0.58,0.0144543977074593,1
0.58,0.0147910838816821,1
0.58,0.0151356124843621,1
0.58,0.0154881661891248,1
0.58,0.0158489319246111,1
0.58,0.0162181009735893,1
0.58,0.0165958690743756,1
0.58,0.0169824365246175,1
0.58,0.0173780082874938,1
0.58,0.0177827941003892,1
0.58,0.0181970085860998,1
0.58,0.0186208713666287,1
0.58,0.0190546071796325,1
0.58,0.0194984459975805,1
0.58,0.0199526231496888,1
0.58,0.0204173794466953,1
0.58,0.0208929613085404,1
0.58,0.0213796208950223,1
0.58,0.0218776162394955,1
0.58,0.0223872113856834,1
0.58,0.0229086765276777,1
0.58,0.0234422881531992,1
0.58,0.0239883291901949,1
0.58,0.0245470891568503,1
0.58,0.0251188643150958,1
0.58,0.0257039578276886,1
0.58,0.0263026799189538,1
0.58,0.0269153480392691,1
0.58,0.0275422870333817,1
0.58,0.0281838293126445,1
0.58,0.0288403150312661,1
0.58,0.0295120922666638,1
0.58,0.0301995172040202,1
0.58,0.0309029543251359,1
0.58,0.0316227766016838,1
0.58,0.0323593656929628,1
0.58,0.0331131121482591,1
0.58,0.0338844156139203,1
0.58,0.0346736850452532,1
0.58,0.0354813389233575,1
0.58,0.0363078054770102,1
0.58,0.0371535229097173,1
0.58,0.0380189396320561,1
0.58,0.038904514499428,1
0.58,0.0398107170553498,1
0.58,0.0407380277804113,1
0.58,0.0416869383470335,1
0.58,0.0426579518801593,1
0.58,0.0436515832240166,1
0.58,0.0446683592150963,1
0.58,0.0457088189614875,1
0.58,0.0467735141287198,1
0.58,0.0478630092322638,1
0.58,0.0489778819368447,1
0.58,0.0501187233627272,1
0.58,0.0512861383991365,1
0.58,0.0524807460249772,1
0.58,0.0537031796370253,1
0.58,0.0549540873857625,1
0.58,0.0562341325190349,1
0.58,0.0575439937337157,1
0.58,0.058884365535559,1
0.58,0.0602559586074358,1
0.58,0.0616595001861482,1
0.58,0.0630957344480193,1
0.58,0.0645654229034656,1
0.58,0.0660693448007596,1
0.58,0.0676082975391982,1
